Year,Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,Value,women,men,>18,18-25,26-35,36-45,46-55,56+,Women under 18,Women 18-25,Women 26-35,Women 36-45,Women 46-55,Women 56+,Men under 18,Men 18-25,Men 26-35,Men 36-45,Men 46-55,Men 56+,ref_name_uz,ref_name_en,ref_name_ru,ref_code,ref_region_id
2014,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,179900,90800,89100,64443,27973,30284,22491.0,18341.0,16422.0,32045,13936,15526,11899.0,9228.0,8202.0,32398,14037,14758,10592.0,9114.0,8220.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2015,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,184100,92800,91300,65231,28629,31098,22694.0,19048.0,17396.0,32295,14344,15791,12040.0,9655.0,8691.0,32936,14285,15307,10655.0,9393.0,8706.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2016,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,188500,95000,93500,66092,28776,32686,22937.0,19508.0,18491.0,33069,13934,16618,12174.0,9964.0,9250.0,33023,14842,16068,10764.0,9544.0,9241.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2017,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,192500,96900,95600,67821,27897,33974,23518.0,20022.0,19317.0,33769,13635,17182,12313.0,10274.0,9730.0,34052,14262,16792,11205.0,9749.0,9588.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2018,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,196600,98900,97700,69457,27223,35143,23910.0,20468.0,20354.0,34548,13215,17799,12369.0,10570.0,10342.0,34909,14008,17344,11541.0,9898.0,10012.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2019,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,201800,101300,100500,71738,26362,36348,24818.0,20738.0,21845.0,35409,12825,18413,12808.0,10723.0,11104.0,36329,13537,17935,12010.0,10016.0,10741.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2020,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,209300,104900,104400,75313,25981,37589,25613.0,21462.0,23368.0,37126,12681,18940,13159.0,11152.0,11808.0,38187,13300,18649,12454.0,10310.0,11561.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2021,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,213200,106800,106400,77473,24497,38347,26391.0,21582.0,24860.0,37977,12113,19147,13602.0,11295.0,12588.0,39496,12384,19200,12789.0,10287.0,12272.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2022,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,217700,109000,108700,80691,23000,38817,27101.0,21913.0,26194.0,39400,11378,19452,14018.0,11460.0,13254.0,41291,11622,19365,13083.0,10453.0,12941.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2023,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,222500,111300,111200,83373,21974,39499,27974.0,22231.0,27491.0,40722,11123,19448,14496.0,11596.0,13944.0,42651,10851,20051,13478.0,10635.0,13547.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2024,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,228000,114000,114000,87004,21746,39200,28372.0,22695.0,28982.0,42565,10873,19289,14726.0,11858.0,14706.0,44439,10873,19911,13646.0,10837.0,14277.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2025,1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,232900,116400,116500,90185,21462,38826,28904.0,23019.0,30509.0,44148,10799,19032,14900.0,12040.0,15523.0,46037,10663,19794,14004.0,10979.0,14986.0,Sariosiyo tumani,Sariosiyo District,Сариосийский район,83,10
2010,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,86500,,43600,,,,,,,,,,,,,,,,,,,Termiz tumani,Termiz District,Термезский район,86,10
2011,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,89500,,44900,,,,,,,,,,,,,,,,,,,Termiz tumani,Termiz District,Термезский район,86,10
2012,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,91500,,46000,,,,,,,,,,,,,,,,,,,Termiz tumani,Termiz District,Термезский район,86,10
2013,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,93300,,47000,33331,15243,14991,11673.0,9627.0,8490.0,15874,7651,7442,5995.0,5040.0,4334.0,17457,7592,7549,5678.0,4587.0,4156.0,Termiz tumani,Termiz District,Термезский район,86,10
2014,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,95300,47300,48000,33278,15597,15926,11427.0,10054.0,9022.0,15892,7781,7871,5906.0,5271.0,4590.0,17386,7816,8055,5522.0,4783.0,4432.0,Termiz tumani,Termiz District,Термезский район,86,10
2015,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,97100,48200,48900,33108,16119,16557,11525.0,10252.0,9553.0,15829,7988,8120,6050.0,5368.0,4851.0,17279,8131,8437,5476.0,4885.0,4702.0,Termiz tumani,Termiz District,Термезский район,86,10
2016,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,99100,49200,49900,33114,16218,17678,11512.0,10498.0,10093.0,15880,7947,8843,5902.0,5523.0,5139.0,17234,8271,8835,5610.0,4975.0,4954.0,Termiz tumani,Termiz District,Термезский район,86,10
2017,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,100900,50200,50700,33655,15722,18384,11690.0,10637.0,10829.0,16132,7660,9171,5998.0,5543.0,5611.0,17523,8062,9213,5692.0,5094.0,5218.0,Termiz tumani,Termiz District,Термезский район,86,10
2018,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,103900,51600,52300,35359,15078,19350,11954.0,10860.0,11341.0,16981,7300,9633,6083.0,5635.0,5969.0,18378,7778,9717,5871.0,5226.0,5373.0,Termiz tumani,Termiz District,Термезский район,86,10
2019,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,106700,53000,53700,36833,14288,20329,12244.0,10928.0,12055.0,17687,6960,10098,6266.0,5704.0,6315.0,19146,7328,10231,5978.0,5224.0,5740.0,Termiz tumani,Termiz District,Термезский район,86,10
2020,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,77100,38300,38800,26906,9475,14639,9236.0,7857.0,9027.0,12936,4550,7283,4698.0,4136.0,4725.0,13970,4925,7356,4539.0,3721.0,4303.0,Termiz tumani,Termiz District,Термезский район,86,10
2021,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,78600,39100,39500,27696,8724,15045,9909.0,7847.0,9415.0,13301,4223,7465,5069.0,4063.0,4966.0,14395,4501,7580,4840.0,3784.0,4449.0,Termiz tumani,Termiz District,Термезский район,86,10
2022,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,80300,39900,40400,28815,8066,15441,10024.0,8075.0,9918.0,13860,3865,7748,5005.0,4200.0,5271.0,14955,4201,7693,5019.0,3875.0,4648.0,Termiz tumani,Termiz District,Термезский район,86,10
2023,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,82300,40800,41500,30114,7642,15623,10388.0,8126.0,10399.0,14512,3656,7733,5160.0,4231.0,5548.0,15602,3986,7890,5228.0,3895.0,4851.0,Termiz tumani,Termiz District,Термезский район,86,10
2024,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,84700,41900,42800,31711,7599,15251,10861.0,8209.0,11037.0,15268,3535,7532,5386.0,4301.0,5868.0,16443,4064,7719,5476.0,3908.0,5170.0,Termiz tumani,Termiz District,Термезский район,86,10
2025,1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,87200,43200,44000,33363,7880,14865,11218.0,8495.0,11379.0,16098,3757,7211,5601.0,4481.0,6040.0,17265,4123,7654,5617.0,4015.0,5340.0,Termiz tumani,Termiz District,Термезский район,86,10
2010,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,139300,,70700,,,,,,,,,,,,,,,,,,,Uzun tumani,Uzun District,Узунский район,87,10
2011,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,145900,,74200,,,,,,,,,,,,,,,,,,,Uzun tumani,Uzun District,Узунский район,87,10
2012,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,149000,,75700,,,,,,,,,,,,,,,,,,,Uzun tumani,Uzun District,Узунский район,87,10
2013,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,151800,,77200,61224,24604,26164,15849.0,11764.0,12142.0,29542,11968,13344,7890.0,5815.0,6013.0,31682,12636,12820,7959.0,5949.0,6130.0,Uzun tumani,Uzun District,Узунский район,87,10
2014,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,155100,76200,78900,61897,24546,27551,16298.0,12246.0,12576.0,29885,11759,14047,8245.0,6012.0,6193.0,32012,12787,13504,8053.0,6234.0,6383.0,Uzun tumani,Uzun District,Узунский район,87,10
2015,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,158900,78000,80900,62887,24417,28811,17000.0,12688.0,13092.0,30339,11729,14642,8603.0,6259.0,6422.0,32548,12688,14169,8397.0,6429.0,6670.0,Uzun tumani,Uzun District,Узунский район,87,10
2016,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,162700,79800,82900,64062,24499,29565,17818.0,13046.0,13725.0,30906,11818,14841,8993.0,6473.0,6721.0,33156,12681,14724,8825.0,6573.0,7004.0,Uzun tumani,Uzun District,Узунский район,87,10
2017,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,166100,81400,84700,65087,23865,30915,18468.0,13463.0,14287.0,31313,11575,15361,9369.0,6688.0,7024.0,33774,12290,15554,9099.0,6776.0,7263.0,Uzun tumani,Uzun District,Узунский район,87,10
2018,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,169600,83000,86600,66316,23562,31767,19384.0,13806.0,14797.0,31900,11402,15734,9804.0,6866.0,7296.0,34416,12160,16033,9580.0,6941.0,7501.0,Uzun tumani,Uzun District,Узунский район,87,10
2019,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,170500,83400,87100,66421,22532,32657,19651.0,13992.0,15219.0,31970,10912,16051,9996.0,6993.0,7468.0,34451,11620,16606,9655.0,6999.0,7752.0,Uzun tumani,Uzun District,Узунский район,87,10
2020,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,171400,83900,87500,66761,21948,32617,20220.0,14265.0,15560.0,32172,10625,15981,10326.0,7153.0,7613.0,34589,11323,16636,9894.0,7113.0,7948.0,Uzun tumani,Uzun District,Узунский район,87,10
2021,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,173900,85100,88800,68001,21580,32541,20992.0,14631.0,16170.0,32741,10483,15834,10667.0,7316.0,8022.0,35260,11097,16707,10325.0,7316.0,8148.0,Uzun tumani,Uzun District,Узунский район,87,10
2022,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,179500,87800,91700,70528,21721,32969,22051.0,15301.0,16945.0,34005,10519,15989,11162.0,7677.0,8450.0,36523,11202,16980,10889.0,7624.0,8495.0,Uzun tumani,Uzun District,Узунский район,87,10
2023,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,183300,89700,93600,72043,21991,32840,22947.0,15677.0,17817.0,34778,10669,15774,11671.0,7870.0,8903.0,37265,11322,17066,11277.0,7807.0,8914.0,Uzun tumani,Uzun District,Узунский район,87,10
2024,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,187800,91800,96000,74594,21926,32543,24110.0,16144.0,18512.0,35981,10602,15610,12330.0,8178.0,9170.0,38613,11324,16933,11780.0,7967.0,9342.0,Uzun tumani,Uzun District,Узунский район,87,10
2025,1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,192400,94000,98400,76903,22021,32177,25218.0,16816.0,19289.0,37081,10636,15419,12819.0,8545.0,9551.0,39822,11385,16758,12399.0,8271.0,9738.0,Uzun tumani,Uzun District,Узунский район,87,10
2010,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,148900,,75300,,,,,,,,,,,,,,,,,,,Sherobod tumani,Sherobod District,Шерободский район,84,10
2011,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,160000,,81100,,,,,,,,,,,,,,,,,,,Sherobod tumani,Sherobod District,Шерободский район,84,10
2012,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,163600,,82900,,,,,,,,,,,,,,,,,,,Sherobod tumani,Sherobod District,Шерободский район,84,10
2013,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,166900,,84500,62576,26869,27577,20060.0,15086.0,14734.0,29923,13470,14171,9952.0,7534.0,7344.0,32653,13399,13406,10109.0,7553.0,7390.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2014,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,170400,84000,86400,62069,27469,29514,20184.0,15666.0,15476.0,29622,13420,15450,9917.0,7875.0,7739.0,32447,14049,14064,10267.0,7791.0,7738.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2015,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,173900,85700,88200,61794,28178,30798,20636.0,16258.0,16195.0,29711,13310,16226,10140.0,8145.0,8178.0,32083,14868,14572,10496.0,8113.0,8017.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2016,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,177400,87500,89900,62050,28374,32028,21233.0,16841.0,16923.0,29876,13408,16725,10494.0,8414.0,8589.0,32174,14966,15303,10740.0,8427.0,8334.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2017,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,181300,89400,91900,62941,27779,33644,21886.0,17309.0,17716.0,30311,13057,17503,10932.0,8642.0,8981.0,32630,14722,16141,10954.0,8667.0,8736.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2018,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,184800,91100,93700,64205,27054,34947,22114.0,17812.0,18647.0,30901,12436,18280,11160.0,8838.0,9437.0,33304,14618,16667,10954.0,8974.0,9211.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
2019,1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,188800,93000,95800,65460,26154,36475,22958.0,18192.0,19607.0,31458,12142,18764,11752.0,9005.0,9920.0,34002,14012,17711,11206.0,9188.0,9688.0,Sherobod tumani,Sherobod District,Шерободский район,84,10
